,child_id,bursts_count,burst_lengths,mean_burst_length,std_burst_length,mean_burst_amplitude,mean_burst_std
200,176RTP2,10,[ 1  3  4  6  1 11 14  1  2 21],6.4,6.452906321960671,393.4718575284091,72.24857881595567
201,177RTP1,7,[ 6  9 18 10 11  3 12],9.857142857142858,4.389226141639205,721.9402572837292,116.10021937494392
202,177RTP2,12,[7 5 1 7 2 2 8 6 6 7 6 5],5.166666666666667,2.1921577396609844,792.0779811827958,87.18698061429417
203,179RTP1,8,[ 3 10 13  6  5  6 11 13],8.375,3.6033838263498934,291.86390792516283,38.19804790459672
204,179RTP2,8,[13  2 11  2  1  2 13  9],6.625,5.02338282435253,361.4668695190006,57.038891076736924
205,180RTP1,11,[ 3  5 13 11  8 11  8  7 13  4  5],8.0,3.411211461689767,306.73179255319155,39.02011248730262
206,180RTP2,5,[12 11  8  7  1],7.8,3.867815921162743,310.868703738029,66.13483202059467
207,181RTP1,3,[12 13  2],9.0,4.96655480858378,509.3930972730975,130.3662877017212
208,181RTP2,5,[ 3  2 13  8  7],6.6,3.9293765408777004,425.15102154070854,137.83027102604774
209,182RTP1,10,[ 2  1  6  8 12 26 10 10  4  2],8.1,6.992138442565336,479.96424411833215,70.82603537053544
210,182RTP2,7,[ 3  4 23  8  5  7 16],9.428571428571429,6.821335077893327,529.558554677207,100.765196400428
211,001LTP1,7,[12  9 10 16  5  6  6],9.142857142857142,3.6421567954234177,481.4102041568399,103.76050495392964
212,001LTP2,6,[ 4  3  8  1 22  6],7.333333333333333,6.920179830675565,441.0615297388782,128.52103603622422
213,002LTP2,15,[16 25  6  9  9  3  8  1  8 14 14 22  4  7  9],10.333333333333334,6.51835016617617,292.69836751423156,36.780172072847115
214,004LTP2,10,[14  4 14  6 10  5  3  2 11 12],8.1,4.369210454990696,410.5115145024544,72.69682687128056
215,005LTP1,11,[ 3 16 12  5 22  5 30  2  9  6 10],10.909090909090908,8.284207818105104,428.6813883865248,74.13284556172813
216,005LTP2,5,[ 2 50 10  8  6],15.2,17.599999999999998,344.97300049342107,44.67340753385178
217,006LTP1,14,[ 5  3 10  1 11 15  1  7 20  2  6 16  2  2],7.214285714285714,6.014014245654792,529.7222905524195,99.00629944291352
